,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
2338265,xPNt5,7k/6p1/2R3K1/3Nr2p/1P6/8/P5Pb/8 b - - 4 38,e5d5 c6c8 d5d8 c8d8,600,83,65,147,endgame mate mateIn2 short,https://lichess.org/eIqLwhc8/black#76
1917203,mhItJ,6k1/5ppp/8/Rp6/8/1P1r1PP1/5K1P/8 b - - 0 33,d3b3 a5a8,600,94,75,192,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/7tJ1BfQ7/black#66
2269881,vfGMp,1rr1Q1k1/5ppp/8/2p5/8/1P2R2P/1q3PP1/4R1K1 b - - 3 32,c8e8 e3e8 b8e8 e1e8,600,101,69,156,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/JGwhzzeb/black#64
1491452,bslVx,r5k1/pp3pp1/2p4R/3pr3/8/2N5/PPP3n1/1K4R1 w - - 0 26,g1g2 e5e1 c3d1 e1d1,600,92,67,130,backRankMate endgame mate mateIn2 short,https://lichess.org/q5xu1NCE#51
1917220,mhKt7,3r4/p2r2bk/2p3p1/q2p3p/N3P2P/1Q6/PPPR2P1/3R3K b - - 0 29,d5e4 d2d7 d8d7 d1d7,600,83,100,454,advantage middlegame short,https://lichess.org/Yx8lz1g5/black#58
2030372,pZvVL,r4Rkr/1p5p/pp1p2pQ/7P/PPPqP3/8/6P1/5R1K b - - 6 31,a8f8 f1f8,600,85,100,183,endgame master mate mateIn1 oneMove,https://lichess.org/JlZZPWkc/black#62
267472,6nIpi,2r4k/pp4p1/1n1p3p/1b1P1Bq1/4Qp2/1P6/PB4PP/4R1K1 b - - 2 24,c8e8 e4e8 b5e8 e1e8,600,83,100,603,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/8cuSNbRl/black#48
2062557,qP10Y,r5k1/Qbq2ppp/3Rp3/p3P3/npp1P3/2P5/4BPPP/3R2K1 b - - 1 22,a8a7 d6d8 c7d8 d1d8,600,102,86,185,backRankMate mate mateIn2 middlegame short,https://lichess.org/OHEeJSdM/black#44
447020,BLJVW,2k2b1r/ppp2pp1/3r3p/8/2P5/3RB3/PP3PPP/3R2K1 w - - 3 23,e3c5 d6d3 d1d3 f8c5,600,101,92,329,crushing discoveredAttack endgame short,https://lichess.org/KPJoidtC#45
1622506,fD9U3,3r1k2/5p2/6R1/p1pr4/6P1/1pP5/1P3Q2/1qK1R3 w - - 0 31,c1b1 d5d1 e1d1 d8d1,600,105,63,238,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/VSmHGCa0#61
1371743,Yr4H0,r5k1/1p2n2p/pq1p2p1/1b1P4/4P3/P4Q2/1P2N1PP/5R1K b - - 2 28,a8f8 f3f8,600,106,78,116,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/JqA8vJee/black#56
2062211,qOSRn,8/2r5/4pk2/1R6/8/P2nPB2/1P4PP/6K1 w - - 1 37,b2b4 c7c1 f3d1 c1d1,600,95,83,336,endgame master mate mateIn2 short,https://lichess.org/9KfZTYCg#73
696174,HfdDD,6k1/p7/2p3pp/1PPp4/3P1p2/K7/P7/8 b - - 0 43,c6b5 c5c6 g8g7 c6c7 f4f3 c7c8q,600,82,100,249,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/jeiK7s9t/black#86
17397,0RQ7z,8/8/Pb4p1/Bpk2p1p/3p1P2/1K1P4/6PP/8 w - - 6 55,a5b6 c5b6 a6a7 b6a7,600,102,94,419,crushing endgame short,https://lichess.org/PbChnm2l#109
2387628,yfL0W,r3r1k1/ppp2ppp/5q2/3P4/4p2P/P1P1QB2/5PP1/R3R1K1 b - - 0 21,e4f3 e3e8 a8e8 e1e8,600,102,85,526,backRankMate endgame mate mateIn2 short,https://lichess.org/fMHLXSHE/black#42
1788630,jQlmH,2r4k/6p1/7p/p7/4q3/8/5PPP/4R1K1 w - - 0 36,e1e4 c8c1 e4e1 c1e1,600,91,80,262,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/ujChQaxR#71
831288,L6JoJ,3r1rk1/2q2ppp/n1p5/1p3p2/p1PP4/P7/BBP1QPPb/R3RK2 b - - 1 18,f8e8 e2e8 d8e8 e1e8,600,98,75,420,backRankMate mate mateIn2 middlegame short,https://lichess.org/7vT4faLr/black#36
1148858,TBo3q,6rk/1p1q1p2/4b1nB/1pp1P1Q1/1P2R3/2P5/r4PPP/R5K1 w - - 0 27,a1a2 d7d1 e4e1 d1e1,600,103,90,446,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/HbfkAGSx#53
1917322,mhTiB,3rr3/pp3kp1/7p/5p2/1P6/N1P5/P2PR1PP/B6K w - - 1 25,e2f2 e8e1 f2f1 e1f1,600,109,55,80,backRankMate endgame fork mate mateIn2 short,https://lichess.org/DfpJ4iQv#49
267505,6nNWv,8/1R6/p2r2p1/r7/7P/6Pk/5P2/R5K1 w - - 0 41,a1a5 d6d1,600,106,74,232,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/SLTeueHM#81
991389,PAwmT,r3r1k1/5pp1/p1n1qn1p/1p1p4/5B2/2P2Q2/PPB2PPP/R4RK1 w - - 2 20,f1e1 e6e1 a1e1 e8e1,600,97,89,831,backRankMate mate mateIn2 middlegame short,https://lichess.org/PUX2XRvE#39
1369593,YngZo,k3R2r/pp5p/2pr2p1/3n1p2/8/3P1N2/PPP2PPP/4R1K1 b - - 1 23,h8e8 e1e8 d6d8 e8d8,600,92,73,181,backRankMate endgame mate mateIn2 short,https://lichess.org/dw2bkxub/black#46
698475,HjKGi,7k/5pNp/5P2/p7/1p1p4/5B1P/P3R2K/3q4 b - - 0 45,d4d3 e2e8,600,82,100,134,endgame mate mateIn1 oneMove,https://lichess.org/WB2BGVxb/black#90
1028290,Q7Yoq,6k1/6p1/p1r1p1P1/6p1/1p1R4/8/PPPK4/8 b - - 0 32,a6a5 d4d8,600,95,88,484,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/iT4jKsbp/black#64
1599224,ecNWQ,2r1k3/pp2n2p/4bQ2/8/8/8/PP4PP/RN5K w - - 1 29,f6e6 c8c1 e6e1 c1e1,600,104,92,406,backRankMate endgame mate mateIn2 short,https://lichess.org/0W1h5RFH#57
1447018,akp7J,6k1/1pq2ppp/p1b5/8/5N2/1P1Q3P/PBP2P2/4K3 b - - 0 26,c7f4 d3d8 c6e8 d8e8,600,106,69,68,endgame mate mateIn2 short,https://lichess.org/XNR1LTiI/black#52
1917418,mhdUP,4r1k1/p3r2p/1p3p2/8/P2P1Pn1/8/1B3KPP/1R2R3 w - - 4 36,f2g1 e7e1 b1e1 e8e1,600,110,65,98,endgame mate mateIn2 short,https://lichess.org/bZHHtbaq#71
1644214,flBmu,2kr4/ppb1R1p1/5p1p/8/2PN4/1P5P/P4PP1/6K1 w - - 1 29,d4b5 d8d1 e7e1 d1e1,600,90,75,176,endgame mate mateIn2 short,https://lichess.org/hazkBHb2#57
1856308,l9Mrm,5rk1/3R1pp1/1p5p/5Q2/4P3/5P2/P5PP/2rRq2K w - - 4 28,d1e1 c1e1,600,96,71,97,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/aQckeKSp#55
2047914,q1nBb,5rk1/pQ3p1p/6p1/4P1q1/3n4/2P5/P4PPP/3R2K1 w - - 0 22,d1d4 g5c1 d4d1 c1d1,600,104,94,714,backRankMate endgame mate mateIn2 short,https://lichess.org/wjCVhpQs#43
1149202,TCLJ9,r4rk1/ppp2ppp/4p3/8/2P2q2/3Q4/PP3PPP/R2R2K1 b - - 0 21,f8d8 d3d8 a8d8 d1d8,600,84,96,600,backRankMate endgame mate mateIn2 short,https://lichess.org/qJCT3juG/black#42
1074988,RJKQL,2r2k2/2qn2b1/3Rr2p/p2QpB2/8/1P2P3/PB3PPP/6K1 w - - 0 31,d5e6 c7c1 b2c1 c8c1 d6d1 c1d1,600,80,96,737,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/TN5iWq0I#61
1146617,T8CoD,2r3k1/5ppp/2r1p3/1R6/3P4/8/5PPP/4R1K1 w - - 0 28,e1b1 c6c1 b1c1 c8c1,600,87,75,265,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/XT0shICd#55
67516,1iWar,4r1k1/p1Q3p1/3p3p/1p1P4/5p2/4B3/PP3PPP/6K1 w - - 0 27,e3d4 e8e1,600,84,67,201,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/i3pGdLWf#53
1369362,YnHC3,5Q1k/6pp/p2q2r1/1p6/4r3/3N4/1PP3PP/5R1K b - - 3 33,d6f8 f1f8,600,101,82,423,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/dJCcG3Qq/black#66
137438,3UZTj,4r3/5pkp/6p1/3pqb2/R7/8/3Q1PPP/5RK1 w - - 0 27,f1e1 e5e1 d2e1 e8e1,600,99,83,188,backRankMate endgame mate mateIn2 short,https://lichess.org/EXtYgRMs#53
1369350,YnFvB,7k/p5p1/7p/5B2/8/8/3rr3/2R3K1 b - - 0 35,a7a5 c1c8 d2d8 c8d8 e2e8 d8e8,600,86,65,74,endgame long mate mateIn3,https://lichess.org/ABw0o81T/black#70
267081,6mfGf,4r1k1/p1p1q1pp/1b6/5p2/5P2/2P3QP/PB4P1/5R1K w - - 0 28,f1e1 e7e1 g3e1 e8e1,600,107,79,491,crushing endgame short,https://lichess.org/Zpa3ygBA#55
1812072,k1ixd,2r3k1/p4p2/1p1R3p/4p1p1/4n3/4P1N1/PP3PPP/6K1 w - - 1 26,g3e4 c8c1 d6d1 c1d1,600,84,100,99,backRankMate endgame mate mateIn2 short,https://lichess.org/Ck6nMjBr#51
990119,P8u3u,3r1Q1k/6pp/2p5/8/8/3q4/PP4PP/5R1K b - - 4 29,d8f8 f1f8,600,88,69,327,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/K6N0fRan/black#58
1829700,kTNvH,2r1r3/R2Rnk1p/5pp1/4p3/4P2N/6P1/5P1P/6K1 w - - 0 31,h4g2 c8c1 g2e1 c1e1,600,100,94,609,advantage endgame short,https://lichess.org/igwu5u4h#61
1622475,fD6Rz,6k1/p6p/2p3p1/4q3/8/2P5/r4PPP/4R1K1 w - - 0 27,e1e5 a2a1 e5e1 a1e1,600,103,85,182,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/08iLhzSs#53
1146668,T8J8R,6k1/4qppp/p7/1p1r4/8/PN3pP1/1PP4P/4R2K w - - 0 31,e1e7 d5d1 e7e1 d1e1,600,86,81,568,endgame mate mateIn2 short,https://lichess.org/EEYZ0nwb#61
2001913,oqezk,3r2k1/pp3p1p/6p1/4Q3/8/2q5/5PPP/6K1 w - - 0 25,e5c3 d8d1 c3e1 d1e1,600,78,49,429,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/vwzOOlUH#49
2001958,oqicl,rn3rk1/1pp3pp/p1q1P1p1/3p1b2/P2P4/8/1P2QPPP/RNB1R1K1 b - - 0 15,f5e6 e2e6 c6e6 e1e6,600,102,76,91,advantage kingsideAttack middlegame short,https://lichess.org/7lEIrz8h/black#30
990228,P95cp,r1b1RrQk/pp1n2bp/1q4pN/2p5/5P2/3B4/PP1N1PPP/1R4K1 b - - 8 21,f8g8 e8g8,600,85,88,468,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/aH914KEC/black#42
1643511,fk59N,3r2k1/5p1p/p1R2np1/1p6/8/P7/5PPP/2Rr2K1 w - - 0 25,c1d1 d8d1,600,111,81,79,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/2d0qJPTl#49
1369576,Ynemd,1k1r3r/pp1q1p1p/2n2p2/1B6/4Nb2/1Q6/PPP2PPP/2KR3R w - - 7 16,c1b1 d7d1 h1d1 d8d1,600,82,60,71,backRankMate mate mateIn2 middlegame short,https://lichess.org/wIYUA6LD#31
874133,MC4BD,2k5/1p3p2/p1p5/3r2p1/4q2p/P5B1/1P3PPP/4R1K1 w - - 0 30,e1e4 d5d1 e4e1 d1e1,600,84,90,111,backRankMate endgame mate mateIn2 short,https://lichess.org/tWMyX635#59
1149076,TC8Pw,2k1r2r/1pp3p1/p7/P1bp3p/1P3P2/R4B2/2b2RPP/2B4K w - - 0 24,b4c5 e8e1 f2f1 e1f1,600,101,86,453,backRankMate fork mate mateIn2 middlegame short,https://lichess.org/85DvOcmH#47
695899,HfBX6,8/Q2R2pk/8/4p1qp/8/5pP1/P1P2P1P/6K1 w - - 0 32,a2a4 g5c1 d7d1 c1d1,600,81,97,531,endgame mate mateIn2 short,https://lichess.org/v51kGAyl#63
447407,BLuI4,8/8/8/pk4K1/6P1/8/7P/8 w - - 1 44,g5f6 a5a4 f6f7 a4a3 g4g5 a3a2 g5g6 a2a1q,600,89,80,137,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/Q2hTCB2s#87
161808,46WYy,8/8/4k3/5pK1/7P/8/8/8 w - - 0 63,g5g6 f5f4 h4h5 f4f3 h5h6 f3f2 h6h7 f2f1q,600,102,83,221,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/uBdrkeFQ#125
2062622,qP8Mv,5rk1/pp3qp1/2p1p1bp/2PpP3/PP1Pp1Pb/4P1NP/3BQ1K1/R7 b - - 8 22,f7f2 e2f2 f8f2 g2f2,600,108,57,60,crushing middlegame short,https://lichess.org/vIDcdgi0/black#44
1529315,cqO3K,4R2k/ppr3pp/8/5r2/2N2p2/1Pp2P2/PbP3PP/1R4K1 b - - 1 26,f5f8 e8f8,600,100,76,335,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/3CBrLp7g/black#52
447429,BLwrq,1rb1r1k1/1p2Qppp/p1p1p3/8/n1P2P2/4P1P1/PP4BP/3R1RK1 b - - 0 21,e8e7 d1d8 e7e8 d8e8,600,104,83,353,backRankMate master mate mateIn2 middlegame short,https://lichess.org/FXsHfOtg/black#42
67469,1iSlx,6k1/5p1p/5NpB/2p1b3/6K1/6P1/r6r/1R6 b - - 1 28,e5f6 b1b8 f6d8 b8d8,600,102,71,216,endgame mate mateIn2 short,https://lichess.org/CwGIH9Na/black#56
1074430,RIInR,3q2k1/5p1p/6p1/1pn5/4P3/2Q5/5PPP/6K1 w - - 0 28,c3c5 d8d1,600,86,100,534,backRankMate endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/hLOClWm5#55
1644191,fl9rf,4R3/7k/3q1ppp/2p5/3r4/7P/P1Q2PP1/6K1 w - - 0 33,a2a4 d4d1 c2d1 d6d1,600,107,93,922,crushing endgame short,https://lichess.org/wjW4OeNb#65
695830,Hf4l1,5rk1/p4q1p/1p2p1p1/1PbpQ2N/5BP1/P6P/2R3K1/8 w - - 0 35,h5f6 f7f6 e5f6 f8f6,600,98,77,445,advantage middlegame short,https://lichess.org/J5RZvjiV#69
447458,BLzHj,5k2/R4p1p/2pRrPp1/8/1P6/2r3PK/P6P/8 b - - 5 39,e6d6 a7a8 d6d8 a8d8,600,85,78,263,endgame mate mateIn2 rookEndgame short,https://lichess.org/uC3GzVmz/black#78
309681,7sHZ2,6k1/2r2ppp/4p3/p7/4P3/2Nb4/1R3PPP/6K1 b - - 0 26,c7c3 b2b8 c3c8 b8c8,600,103,75,72,backRankMate endgame mate mateIn2 short,https://lichess.org/ujTSg1TX/black#52
2338367,xPWmY,1r3Q1k/6pp/2p1r3/6P1/5R1P/2B5/1P6/7K b - - 0 41,b8f8 f4f8,600,83,79,501,endgame mate mateIn1 oneMove,https://lichess.org/YBzEbWzZ/black#82
1074447,RIKXh,5k2/2p2p1p/1rp2KpP/R5P1/8/8/8/8 b - - 0 42,b6b5 a5a8 b5b8 a8b8,600,102,86,281,endgame mate mateIn2 rookEndgame short,https://lichess.org/zfL9LkrY/black#84
779660,JmcR8,2r1Q1k1/pN3ppp/1p4q1/8/6b1/1P6/P1P3PP/4R2K b - - 3 32,c8e8 e1e8,600,102,63,227,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/aY03VXOA/black#64
360229,997GV,3Q1bk1/p4p1p/1p2pBp1/8/8/qP6/P4PPP/1Rr3K1 w - - 9 29,b1c1 a3c1 d8d1 c1d1,600,84,38,99,backRankMate endgame mate mateIn2 short,https://lichess.org/PSYolqnX#57
67345,1iHBY,1k5r/p1p4p/1p4p1/2b5/2P1B3/2q5/P2R1PPP/3R2K1 b - - 1 23,c3c4 d2d8 h8d8 d1d8,600,85,47,185,endgame mate mateIn2 short,https://lichess.org/k3qgELM8/black#46
1371696,YqzQN,5k1r/p2r1pp1/3P1n1p/8/1P6/8/P4PPP/2RR2K1 b - - 4 26,f6e4 c1c8 d7d8 c8d8,600,107,72,342,endgame mate mateIn2 short,https://lichess.org/38M7gDaE/black#52
2174363,tELgA,5rk1/R7/5p2/2r1p1p1/7p/4P2P/P4PPB/4R1K1 w - - 0 30,e1e2 c5c1 e2e1 c1e1,600,93,93,303,backRankMate endgame mate mateIn2 short,https://lichess.org/PWTdzBUN#59
2270030,vfUQP,8/p5pk/6pp/8/Pr6/3q1P2/6PP/3R3K w - - 0 35,d1d3 b4b1 d3d1 b1d1,600,87,72,362,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/yi6YVmLg#69
1148320,TAuyn,4r2k/p2Q2pp/8/2B1q3/8/1P5P/P5P1/7K b - - 2 30,e5c5 d7e8 c5f8 e8f8,600,96,85,646,endgame hangingPiece mate mateIn2 short,https://lichess.org/a8UeTppZ/black#60
1370201,Yog8H,2kQ3r/1p2npp1/p1p4p/B3q3/P7/7P/1PP2PP1/3R2K1 b - - 3 27,h8d8 d1d8,600,84,76,371,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/1qzjpYbO/black#54
1148370,TB0w1,2r1Q2k/pp4pp/3B4/5pq1/6n1/1N6/P5rP/4RR1K b - - 0 30,c8e8 e1e8,600,81,96,458,backRankMate master mate mateIn1 middlegame oneMove,https://lichess.org/ehiyOlc8/black#60
1370197,Yofj7,8/p5k1/1p3q1p/3p2p1/1P4R1/Pr6/5PPP/1R4K1 w - - 0 35,b1b3 f6a1 b3b1 a1b1,600,98,93,452,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/Qn3ejuzr#69
1870639,lVpNo,8/p4Rp1/1pk4n/5P1p/3K4/8/PP6/8 w - - 1 38,f7g7 h6f5 d4c3 f5g7,600,86,94,510,crushing endgame fork short,https://lichess.org/AMhz3LbT#75
2123365,rwfsa,r5k1/5ppp/4p3/3p4/3P4/1r2P3/5PPP/1R4K1 w - - 0 30,b1b3 a8a1 b3b1 a1b1,600,83,100,307,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/I5W1MM7Q#59
1705851,hKSEJ,6k1/pp3pp1/2p2np1/6N1/7P/1P3P1K/1r6/3R4 b - - 7 31,b2b3 d1d8 f6e8 d8e8,600,111,61,346,endgame mate mateIn2 short,https://lichess.org/GTkkMbQP/black#62
1749996,iRgBG,2r3k1/2q3pp/3p1p2/3P1Pn1/1p4PP/1PpBQ3/2P5/4R1K1 b - - 0 35,g5f7 e3e8 c8e8 e1e8,600,102,68,487,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/ifvlLsvT/black#70
1148388,TB2ej,4r1k1/2p2ppp/p2p4/1p2r3/1P3qN1/7Q/1b1B1PPP/3R2K1 w - - 8 27,d2f4 e5e1 d1e1 e8e1,600,104,92,145,backRankMate mate mateIn2 middlegame short,https://lichess.org/GEOsMWjA#53
873668,MBLMh,3r2k1/p7/1p5p/2p1R1p1/8/8/PPP2PPP/6K1 w - - 1 23,e5e2 d8d1 e2e1 d1e1,600,99,54,42,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/7xaWQvdt#45
360302,99Dig,5rk1/5p1p/4b1p1/2p2p2/1qP5/rP1R1P2/1QB3PP/1K1R4 b - - 1 24,f8a8 d3d8 a8d8 d1d8,600,91,55,91,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/aNugBflC/black#48
1622548,fDDjz,4r1k1/pp3ppp/2p5/2Pp4/3Q4/P4P1b/1P3R1P/6qK w - - 0 25,h1g1 e8e1 f2f1 e1f1,600,92,80,979,endgame mate mateIn2 short,https://lichess.org/D22mcVqL#49
990605,P9g06,6k1/4qp1p/3p2p1/2pP4/2Pb1P2/5BP1/6QP/2R1r2K w - - 5 38,c1e1 e7e1 g2f1 e1f1,600,102,87,321,endgame mate mateIn2 short,https://lichess.org/neFaE2KF#75
779574,JmSw1,2k4r/pp2b1p1/6p1/8/4N1P1/5PQ1/PPP4R/1K3q2 w - - 1 34,g3e1 f1e1,600,106,78,197,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/jTO6GTmH#67
1146784,T8VtY,8/1pp2R2/p1p1k1p1/4P3/P7/1PP3R1/2rr2PP/6K1 w - - 1 27,f7c7 c2c1,600,96,78,315,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ivjweK4u#53
2107139,rXIGj,2k1r3/ppp1q1bQ/6p1/5b2/8/3PB3/PPP2PPP/RN2R1K1 w - - 3 17,e3d2 e7e1 d2e1 e8e1,600,80,100,181,backRankMate mate mateIn2 middlegame short,https://lichess.org/RAy5FdQr#33
1446702,akKoT,4r1k1/5pp1/P2b3p/8/1P1P4/5R1P/3Q2P1/4q2K w - - 1 34,d2e1 e8e1 f3f1 e1f1,600,101,47,84,endgame mate mateIn2 short,https://lichess.org/5wOMyFO1#67
1148267,TApyE,8/p4pkp/6p1/2p5/2n5/P3P3/1rR2PPP/6K1 w - - 0 27,c2c4 b2b1 c4c1 b1c1,600,98,72,100,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/ZcLR08cX#53
446528,BKaaU,2r3k1/1p3p1p/p2p2p1/3P4/1P1P4/P7/3r1PPP/3R2K1 w - - 0 28,d1d2 c8c1 d2d1 c1d1,600,103,83,412,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/lRIdpE2k#55
360381,99LNm,7k/1p4pp/p1n1R3/2P1pQ1q/7P/P3PpP1/1P1r1P2/6K1 b - - 1 27,h5f5 e6e8 f5f8 e8f8,600,82,94,819,backRankMate endgame master mate mateIn2 short,https://lichess.org/ITJSPOfF/black#54
1370330,YosvT,3r4/1p2k2p/p3p3/8/1P6/P7/3R2PP/7K w - - 1 35,d2e2 d8d1 e2e1 d1e1,600,102,91,393,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/X9Nx7M1d#69
1829650,kTJQE,6k1/5pp1/2r1p3/1p5p/2PR4/8/5PPP/6K1 w - - 0 25,c4b5 c6c1 d4d1 c1d1,600,112,62,130,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/xlJDNfQ0#49
446447,BKRgh,1r3k2/5p1p/5Pb1/8/7P/2K5/8/R7 b - - 0 50,b8b6 a1a8 b6b8 a8b8,600,100,94,126,endgame mate mateIn2 short,https://lichess.org/kj19yUp9/black#100
2174328,tEHwe,2r1b1k1/1R3pp1/4p3/1P1pP1p1/2rb4/2P5/3B1PPP/2R3K1 w - - 0 32,c3d4 c4c1 d2c1 c8c1,600,103,75,506,backRankMate endgame mate mateIn2 short,https://lichess.org/RSRkGzHp#63
309488,7rzp7,3r1k2/2R5/p4b2/1P1p1N1p/3P2p1/1P1R1pP1/4rP1P/6K1 w - - 3 36,b5a6 e2e1,600,104,74,251,endgame mate mateIn1 oneMove,https://lichess.org/8jp8OG0P#71
2322190,x0DxS,3n1k2/6p1/p6p/1p6/1P6/P1n1N2P/5PP1/4R1K1 w - - 0 35,e1c1 c3e2 g1f1 e2c1,600,125,66,62,advantage endgame fork short,https://lichess.org/tZh2IJfG#69
309359,7rnsl,1k1r1b1r/pp1q1n1p/4p3/3NP1p1/5B2/6Q1/PP3PPP/2RR2K1 w - - 0 23,d5f6 d7d1 c1d1 d8d1,600,105,84,538,backRankMate mate mateIn2 middlegame short,https://lichess.org/0UNfUUsQ#45
446466,BKTvg,8/8/1P6/8/8/P3pk2/5p2/5K2 w - - 0 50,b6b7 e3e2,600,86,100,83,advancedPawn endgame mate mateIn1 oneMove pawnEndgame,https://lichess.org/ONLG4mZ4#99
2414524,zLdby,8/1k5p/6p1/5p2/3p4/2n2PP1/3R3P/6K1 w - - 2 49,d2d4 c3e2 g1f1 e2d4,600,105,87,605,advantage endgame fork short,https://lichess.org/JAW1ygWY#97
1148245,TAnhX,3r1rk1/4bppp/1p3n2/4n3/1P6/2PN4/P4PPP/RN1R2K1 w - - 1 18,d3e5 d8d1,600,101,76,558,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/hxxBJbLy#35
873591,MBDTq,6k1/p2rppbp/1p4p1/8/1P1P4/P5PP/1B4P1/2R3K1 b - - 2 26,g8f8 c1c8 d7d8 c8d8,600,101,76,229,backRankMate endgame mate mateIn2 short,https://lichess.org/lMhoEO8K/black#52
137759,3V5lS,4r1k1/pp3ppp/1np2B2/4q3/8/2N2Q2/PP3PPP/R2r2K1 w - - 0 20,a1d1 e5e1 d1e1 e8e1,600,97,60,187,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/s4H4AIkR#39
873592,MBDUw,3rQ2k/6pp/1q1b4/pp3pP1/5P2/2rP3P/PP6/1K1RR3 b - - 1 30,d8e8 e1e8 d6f8 e8f8,600,106,62,135,backRankMate endgame mate mateIn2 short,https://lichess.org/lF8YOAt0/black#60
2002249,orAJ4,2r5/7p/6pk/5b2/3RP3/2Q5/5PPP/6K1 w - - 1 51,c3g3 c8c1 d4d1 c1d1,600,88,76,244,backRankMate endgame mate mateIn2 short,https://lichess.org/r1Urw6jC#101
1148257,TAp7S,3r2k1/pp2n1pp/4P3/2b2p2/8/5N2/PB3PPP/2R3K1 w - - 0 22,c1c5 d8d1 f3e1 d1e1,600,106,91,436,backRankMate endgame mate mateIn2 short,https://lichess.org/cAlc3tmB#43
1916426,mg8Qy,k5n1/pp1P3r/2p4p/8/2P5/8/P4PPP/4R1K1 b - - 0 26,h7d7 e1e8 d7d8 e8d8,600,88,100,143,backRankMate endgame fork mate mateIn2 short,https://lichess.org/ZUvSUBef/black#52
2270036,vfUuQ,8/p6p/4R3/2p2k2/5Bp1/8/r4PPP/6K1 w - - 2 36,e6c6 a2a1 f4c1 a1c1,600,82,75,74,backRankMate endgame mate mateIn2 short,https://lichess.org/UGf2z2Xu#71
1528839,cpcHO,r6k/6pp/5q2/1P2p3/2Q1bp2/P2p2PP/4rP2/2RR2K1 b - - 3 34,f6h6 c4c8 a8c8 c1c8,600,106,87,237,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/ZAny1QJv/black#68
446663,BKn29,8/5pkp/r5p1/4P3/8/7P/5PPQ/r3R1K1 w - - 17 39,e1a1 a6a1,600,103,89,612,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/rqIVKHdl#77
2270668,vgVyL,r4rk1/p4ppp/3Qb1q1/8/8/2P2P2/PPP3PP/2KR3R b - - 0 15,f8d8 d6d8 a8d8 d1d8,600,105,90,720,backRankMate mate mateIn2 middlegame short,https://lichess.org/rMbS4r4p/black#30
698381,HjBgk,1rk4r/p1p1qp1p/1bB2p2/4P3/8/P6P/1P3PP1/R2QK2R w KQ - 0 20,c6d7 e7d7 d1d7 c8d7,600,101,75,376,advantage middlegame short,https://lichess.org/XWSqW7rG#39
1148421,TB5s7,5k2/8/R3pK2/3pP2P/8/8/P1p4r/8 b - - 1 43,c2c1q a6a8 c1c8 a8c8,600,107,75,337,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/LhqV35b1/black#86
