,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
2174757,tExQ0,6k1/2R3p1/7p/8/1P6/r7/2b2PPP/6K1 w - - 0 36,c7c2 a3a1 c2c1 a1c1,600,103,70,413,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/8pMKkaYS#71
1856246,l9HOO,6k1/pp3ppp/1p6/3r4/1P6/P6P/5PP1/2R3K1 b - - 1 25,d5d7 c1c8 d7d8 c8d8,600,99,65,128,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/FvqZh8CQ/black#50
1149378,TCb0T,3rr1k1/1p3ppp/pq2b3/8/8/5N2/PP2QPPP/R3R1K1 b - - 9 18,e6g4 e2e8 d8e8 e1e8,600,102,83,371,backRankMate mate mateIn2 middlegame short,https://lichess.org/2uSPUMdi/black#36
1149400,TCdkS,3r4/p3k3/6B1/2p1b3/5R2/1P5P/P4PP1/6K1 w - - 1 35,f4e4 d8d1 e4e1 d1e1,600,94,75,143,endgame mate mateIn2 short,https://lichess.org/VC11lDw8#69
266979,6mVTo,1r4k1/4Rpp1/2p1nr1p/3p4/8/1P1BR3/2P3P1/2K5 b - - 4 30,e6f4 e7e8 b8e8 e3e8,600,83,100,336,endgame mate mateIn2 short,https://lichess.org/SeXSFvX7/black#60
1917489,mhkkL,2k3rr/1bqp4/p2bpn2/1p6/3NN3/P3BQ1P/1PP2PP1/R5RK w - - 1 21,e4d6 c7d6 f3b7 c8b7,600,105,80,390,crushing middlegame short,https://lichess.org/FVsHhmp5#41
1644267,flGfO,2k1r3/pp6/3p4/PP6/3p1r2/3P2pP/2P3P1/5R1K w - - 0 29,f1f4 e8e1 f4f1 e1f1,600,85,69,119,endgame mate mateIn2 rookEndgame short,https://lichess.org/d5svn3j2#57
990050,P8lmd,2k1r3/p6p/1p4pb/1Ppp1b2/B4P2/B1P5/P2Q2PP/4q2K w - - 0 27,d2e1 e8e1,600,103,67,177,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/VbbEhkCH#53
1528076,coOtD,5r1k/p5pp/7q/8/4R3/5Q1n/PP3P2/R4K2 b - - 1 31,f8f3 e4e8 f3f8 e8f8,600,89,94,956,backRankMate endgame mate mateIn2 short,https://lichess.org/cIA5UtUz/black#62
447760,BMRyM,3r2k1/1b1r1ppp/p3pn2/1p6/8/2N4Q/PP3PPP/1BRq2K1 w - - 0 21,c3d1 d7d1 c1d1 d8d1,600,101,63,80,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/BBbXy6lh#41
447771,BMT0X,4R3/ppp1R2p/6pk/P1PN1p2/8/8/1r3PPP/6K1 w - - 6 34,e7c7 b2b1 e8e1 b1e1,600,92,57,49,backRankMate endgame mate mateIn2 short,https://lichess.org/mb0Ltjki#67
2174784,tF1ZG,4r1k1/2r1bppp/p1b2B2/2P5/1Pn5/P1N2P2/4R1PP/1B2R1K1 b - - 0 29,e7f6 e2e8 c6e8 e1e8,600,104,76,104,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/RDBHS8zU/black#58
67576,1icB5,2r5/pp1k1p2/4p2R/3pP3/8/8/PPr2PPP/1R4K1 w - - 1 25,h6h7 c2c1 b1c1 c8c1,600,93,95,832,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/hVI8I2NA#49
1529563,cqnqL,r1q4k/pp4pp/2p3r1/2P1p3/2B1Pp1n/3Q2PP/PP3P2/3R1RK1 b - - 0 22,c8h3 d3d8 a8d8 d1d8,600,107,55,255,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/JlfJQvao/black#44
2174788,tF1ml,8/8/1k6/1P3p2/P3pK1p/7P/8/8 w - - 2 49,f4f5 e4e3 f5g4 e3e2,600,102,88,359,advancedPawn crushing endgame pawnEndgame short,https://lichess.org/zBr3NnzI#97
1622449,fD3aE,2k3r1/ppp3r1/8/5RN1/2n5/4P3/PPP2P2/2K3R1 w - - 1 29,g5f3 g7g1 f3g1 g8g1,600,82,74,455,endgame mate mateIn2 short,https://lichess.org/8PFQ4UFl#57
161837,46ZKD,6k1/5p2/6rp/4B3/2R5/2P4K/r6P/8 b - - 3 36,a2a5 c4c8 g8h7 c8h8,600,83,100,561,endgame master mate mateIn2 short,https://lichess.org/fdwsvVRP/black#72
1149971,TDW0x,2r3k1/5ppp/p3r3/Bp1R4/3pP3/1P1P3P/2P3P1/6K1 b - - 0 31,c8c2 d5d8 e6e8 d8e8,600,137,67,30,backRankMate endgame mate mateIn2 short,https://lichess.org/o3CkbhmW/black#62
1149626,TCybk,8/2k1b3/2p5/2p1p1p1/1pK1PpPp/pP3P1P/P4B2/8 b - - 12 86,e7d6 f2c5 d6c5 c4c5,600,86,99,1063,bishopEndgame crushing endgame short,https://lichess.org/rWqWVGoQ/black#172
359910,98cvy,4rr1k/p5p1/2p4p/4q3/8/2N1P1Pb/PP2Q2P/R3R1K1 b - - 1 23,e5e3 e2e3 e8e3 e1e3,600,93,93,364,crushing middlegame short,https://lichess.org/JQtt6lHQ/black#46
1149878,TDMV4,2k5/pppn4/5r2/4p1Np/1PPP2pP/4R3/P5K1/8 b - - 0 35,e5d4 e3e8,600,85,100,99,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/B1RVjOc3/black#70
2322083,x037J,4r1k1/1p3pp1/p6p/3Q1P2/8/4qP2/PP4PP/3R2K1 w - - 1 29,g1h1 e3e1 d1e1 e8e1,600,92,77,341,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/BsduLlFe#57
448271,BNGOD,1k6/p1p5/2P5/1P2p3/5p1p/P5rP/3r2P1/3R2RK b - - 1 34,d2a2 d1d8,600,104,82,377,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/824Q7fXV/black#68
188134,4lwpS,1r4k1/p2R1ppp/2p5/2p5/5q2/2N5/P1K3PP/3R4 b - - 1 30,f4h2 d7d8 b8d8 d1d8,600,100,58,150,backRankMate endgame mate mateIn2 short,https://lichess.org/1v9O0cTa/black#60
695031,HdrLb,1r4k1/pp2Rp2/3p1Bbp/b1pP1P2/6P1/2P1R1KP/2r5/8 b - - 0 36,g6h7 e7e8 b8e8 e3e8,600,107,90,285,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Ft1HifE4/black#72
2269363,veNyC,5k2/2p3p1/3b4/4p3/P6Q/4P3/1BPP2q1/2K2r1R w - - 1 34,h1f1 g2f1 h4e1 f1e1,600,105,89,340,endgame mate mateIn2 short,https://lichess.org/TMMr52IN#67
1074251,RI1S9,8/6K1/8/1p6/8/8/1k4P1/q6Q w - - 0 77,h1a1 b2a1 g2g4 b5b4 g4g5 b4b3 g5g6 b3b2 g7f7 b2b1q,600,92,92,357,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/lJvSjjP3#153
2338597,xPsGB,7k/3R2bp/6p1/p2B4/8/4P3/2r3PP/5K2 b - - 0 30,h7h6 d7d8 g7f8 d8f8,600,103,94,246,crushing endgame short,https://lichess.org/5DBBX9AC/black#60
448300,BNJ4n,r3rk2/q1p2p2/p7/1p6/1P1p1PQ1/P1N2R2/2P3PP/R6K w - - 0 29,c3d1 e8e1 f3f1 e1f1,600,81,92,787,backRankMate mate mateIn2 middlegame short,https://lichess.org/vHJguYD8#57
780013,Jn8yp,6k1/p2rnppp/1p2p3/3pP3/P2P4/8/4NPPP/2R3K1 b - - 0 20,e7f5 c1c8 d7d8 c8d8,600,97,88,635,backRankMate endgame mate mateIn2 short,https://lichess.org/hoEEo93l/black#40
1529910,crK3Q,1k1r4/pp2RB1p/2p3p1/1P3p2/P1P2n2/5P2/7P/R2r3K w - - 1 31,a1d1 d8d1 e7e1 d1e1,600,83,70,295,endgame mate mateIn2 short,https://lichess.org/SbErUWmZ#61
1829764,kTTNn,2rk4/pp4pp/3p1n2/8/8/8/PP1Q1PPP/RNq3K1 w - - 2 25,d2c1 c8c1,600,102,87,858,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/flAvMtbh#49
694997,HdmwM,3rr1k1/ppq1bpp1/5B1p/2p5/2P3b1/1P3N2/P1B1QPPP/R3R1K1 b - - 0 18,e7f6 e2e8 d8e8 e1e8,600,83,91,497,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/dppaINiO/black#36
1644426,flVGO,5r1k/p3p2p/1p4p1/8/8/1P6/P5PP/2Q2q1K w - - 0 33,c1f1 f8f1,600,114,73,38,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/ivc6F5G1#65
43453,16l9r,r5k1/B4ppp/p2Rpn2/1p6/4P3/1P3P2/P4P1P/6K1 b - - 3 25,a8a7 d6d8 f6e8 d8e8,600,98,67,135,backRankMate endgame mate mateIn2 short,https://lichess.org/yAdDGdnq/black#50
1599089,ecAdy,r5k1/1p1q2pp/p4pn1/2p5/3b1P2/2NP2B1/PP2Q1PP/4R2K b - - 0 21,a8e8 e2e8 d7e8 e1e8,600,105,83,239,crushing kingsideAttack middlegame short,https://lichess.org/0Ki5qDwH/black#42
989828,P8PAb,3Qr1k1/1p3pp1/p1b4p/4p3/2P5/1P6/P3qPPP/1B1R2K1 b - - 2 25,e8d8 d1d8 c6e8 d8e8,600,99,93,389,endgame mate mateIn2 short,https://lichess.org/S1CAIzrw/black#50
359788,98SDa,8/1r4pk/2p2pbp/2N1p3/4P3/2P1Q3/q4PPP/R5K1 w - - 0 27,a1a2 b7b1 e3c1 b1c1,600,112,76,374,backRankMate endgame mate mateIn2 short,https://lichess.org/hoxZwWNC#53
2368466,yAydJ,2r5/3b1pbk/4p1p1/p6p/Pp3N2/1P4B1/1P3PPP/3R2K1 w - - 0 30,d1d7 c8c1 d7d1 c1d1,600,95,95,457,backRankMate endgame mate mateIn2 short,https://lichess.org/DeCSJuZq#59
989888,P8WWa,3r2k1/pp2Nppp/6n1/8/r7/8/PP5P/3R1RK1 b - - 2 24,g6e7 d1d8,600,94,62,181,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/mrSeRq8D/black#48
831156,L66Wx,4r1k1/p1q2pp1/1p2p1p1/8/2PQ3P/1P4P1/P4P2/3R2K1 b - - 0 24,e8d8 d4d8 c7d8 d1d8,600,100,78,124,crushing endgame short,https://lichess.org/JzXUKj6w/black#48
695064,Hdvhu,3r4/p3kppp/3r4/8/1p6/4PP2/3NRKPP/3R4 w - - 0 30,e2e1 d6d2 d1d2 d8d2,600,90,43,71,crushing endgame short,https://lichess.org/iDaoK9jV#59
2269395,veRwn,3n3k/p4rpp/bp2P3/3N4/3Pp1Q1/1P2B3/P5PP/2q3K1 w - - 0 25,e3c1 f7f1,600,99,85,486,endgame mate mateIn1 oneMove,https://lichess.org/rl4cIelL#49
161860,46bi6,4r1k1/pp2rp1p/2p3p1/8/2P5/5BPb/PP1R1P1P/5RK1 w - - 2 26,f1c1 e7e1 c1e1 e8e1,600,105,60,410,endgame kingsideAttack mate mateIn2 short,https://lichess.org/SAvEkUih#51
1149685,TD3aD,2r5/3k3p/p4Q2/8/8/8/PP3PPP/4R1K1 w - - 2 28,e1e6 c8c1 e6e1 c1e1,600,101,79,381,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/gV9dRa5n#55
138245,3VpBm,r5k1/P4ppp/2q5/2p4P/6P1/3Q4/P1K2P2/8 b - - 0 38,a8a7 d3d8 c6e8 d8e8,600,109,86,147,endgame mate mateIn2 short,https://lichess.org/4H2mQSJi/black#76
17262,0RBO1,1k2r3/pp6/2pQ4/6p1/1P1R4/P3r1P1/6KP/q7 b - - 1 35,b8a8 d6d8 e8d8 d4d8,600,99,80,370,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/wieAMuVb/black#70
1750226,iS2V5,r1r3k1/5ppp/2p1p3/1NRpP3/p4P2/P7/1P1K2PP/2R5 b - - 0 22,c6b5 c5c8 a8c8 c1c8,600,112,60,212,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/lDg02lBq/black#44
266781,6mAHg,1r4k1/5ppp/R3p3/4P3/1R6/P7/3r1PPP/5K2 b - - 1 32,b8b4 a6a8 b4b8 a8b8 d2d8 b8d8,600,80,100,463,backRankMate endgame long mate mateIn3 rookEndgame,https://lichess.org/7v9fDVy9/black#64
831136,L64zW,6k1/5pp1/4p2p/pP2q3/2R5/6PK/1PB4P/5r2 b - - 1 38,e5f6 c4c8 f6d8 c8d8,600,86,79,239,endgame mate mateIn2 short,https://lichess.org/tNa64auy/black#76
1771729,izxCd,8/k7/P3R3/8/r6p/6p1/6P1/6K1 w - - 7 48,e6h6 a4a1,600,105,80,599,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/EdSQ9aCn#95
2433519,zpcFX,5rk1/p2q2b1/B1bp2Np/2pN2p1/2P4n/3QP3/P2PKP1P/6R1 b - - 1 28,f8f2 e2f2,600,101,81,91,advantage hangingPiece middlegame oneMove,https://lichess.org/Os8FbVkh/black#56
1368891,YmWWp,2k5/ppp2R1p/8/2N5/1K2bP2/5r2/P7/8 b - - 3 29,e4g6 f7f8 g6e8 f8e8,600,104,88,128,endgame mate mateIn2 short,https://lichess.org/iRGu3QG3/black#58
266736,6m66f,5r1k/p3Q2p/2pp2p1/4b3/4Pr2/2N4P/PPP3P1/1R2Rq1K w - - 1 23,e1f1 f4f1 b1f1 f8f1,600,87,100,535,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/4Vl8sybt#45
137292,3UL9g,6k1/3rRpB1/1p3Pp1/p1p4p/P2r4/1PbP3P/2P3K1/5R2 b - - 5 37,d4d5 e7e8 g8h7 e8h8,600,100,75,369,endgame kingsideAttack mate mateIn2 short,https://lichess.org/byEvgmsX/black#74
1368875,YmU60,5k2/2R5/ppp1p1n1/4P3/P1K5/8/8/8 w - - 0 54,c7c6 g6e5 c4d4 e5c6,600,98,83,427,crushing endgame fork short,https://lichess.org/dpPCorfx#107
1149786,TDDHd,2rR2k1/5ppp/p1r3q1/Q7/P3P3/5P2/2p3PP/2B3K1 b - - 1 32,c8d8 a5d8,600,103,83,373,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/t06edCsC/black#64
1368807,YmN8n,2r3k1/pp3ppp/3b4/8/3B4/3bRB1P/PP3PP1/6K1 w - - 1 22,f3b7 c8c1 e3e1 c1e1,600,96,73,299,endgame mate mateIn2 short,https://lichess.org/k5DIywPF#43
360867,9A6uQ,6k1/1q3ppp/p7/3Qp3/8/PP3P2/6PP/2R3K1 b - - 0 26,b7d5 c1c8 d5d8 c8d8,600,101,69,140,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/KXE3Og2i/black#52
695109,HdzRN,4rrk1/2pp1ppp/7n/p7/Pp2NP1N/1B6/1PP3PP/R1B4K w - - 1 21,e4g3 e8e1 g3f1 e1f1,600,85,70,97,backRankMate mate mateIn2 middlegame short,https://lichess.org/aYlSkzIj#41
989902,P8Ybt,r1b2rk1/2p3bp/p3p3/1p1pP3/6p1/PP1BP3/1BP3PP/R4RK1 w - - 0 19,d3h7 g8h7 f1f8 g7f8,600,96,88,425,advantage hangingPiece middlegame short,https://lichess.org/P2Y5Pkfz#37
2387778,yfYZD,k3r3/pb6/1p6/2p1r3/2P4Q/P2P2pP/6P1/3q1RK1 w - - 0 36,f1d1 e5e1 d1e1 e8e1,600,103,74,470,endgame mate mateIn2 short,https://lichess.org/oVTZUdk1#71
359801,98T4A,r2r2k1/4Rp1p/1np3pB/1p6/1PpP4/P5P1/1K3P1P/4R3 b - - 2 30,d8d4 e7e8 a8e8 e1e8,600,107,84,268,endgame mate mateIn2 short,https://lichess.org/iV7GZVhI/black#60
448667,BNqKq,r1bqr1k1/ppp2ppp/2np4/3nP3/1b1P4/3B1N2/PP1B1PPP/RN1Q1RK1 w - - 0 10,d3h7 g8h7,600,113,41,62,advantage hangingPiece oneMove opening,https://lichess.org/IEKzwyGc#19
989555,P7zDb,3r2k1/3q1ppp/p7/1p1r4/1P6/P1Rp1Q2/5PPP/3R1K2 w - - 0 24,c3d3 d5d3 f3d3 d7d3 d1d3 d8d3,600,110,91,471,crushing endgame long,https://lichess.org/HnuH9qMh#47
830986,L5qvw,4R3/5ppk/pr6/2pr2p1/2P5/8/P4PPP/6K1 w - - 2 27,c4d5 b6b1 e8e1 b1e1,600,104,52,57,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/MN2oVQn7#53
188382,4mN7o,4r1k1/1p1q1ppp/p1prn3/4RP2/8/2N1Q3/PPP3PP/4R1K1 b - - 0 22,e6c7 e5e8 c7e8 e3e8 d7e8 e1e8,600,93,66,493,backRankMate long mate mateIn3 middlegame,https://lichess.org/6QobwNTx/black#44
1367552,YkNGM,4r1k1/pp3pp1/q1p2p1p/8/2P5/1P2R1P1/PKQ4P/3R4 b - - 0 23,e8e3 d1d8 e3e8 d8e8,600,85,100,196,endgame mate mateIn2 short,https://lichess.org/6mTpZE9q/black#46
1598899,ebs7X,7k/1p5p/1p1p1p2/6QN/4P3/4n3/1Pq3PP/5RK1 b - - 6 32,f6g5 f1f8,600,92,89,533,endgame master mate mateIn1 oneMove,https://lichess.org/szkffCK3/black#64
359524,982tU,7k/pp4pp/2p1P1b1/8/4qp2/1B6/PP2rPPP/3R1RK1 b - - 3 28,f4f3 d1d8 g6e8 d8e8,600,92,80,289,backRankMate endgame mate mateIn2 short,https://lichess.org/0qoT6k3b/black#56
875387,ME85J,8/4ppkp/6p1/r1NrPP2/2p1R1P1/7P/pPnR4/K7 w - - 0 33,d2c2 d5d1 c2c1 d1c1,600,116,56,43,endgame mate mateIn2 short,https://lichess.org/TkmwZ7hA#65
1643420,fjwL5,4r1k1/3R2p1/1p5p/8/1P2rp2/P6P/5PPB/q4QK1 w - - 0 31,f1a1 e4e1 a1e1 e8e1,600,92,82,720,backRankMate endgame fork mate mateIn2 short,https://lichess.org/xzL6vVHb#61
2001176,opStK,3r2k1/5ppp/1p1Qp3/8/8/P7/1P3PPP/2R4K b - - 0 24,d8d6 c1c8 d6d8 c8d8,600,106,72,491,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/GsekhSZr/black#48
2001172,opSV0,7k/pp4p1/2p1R2p/3p2bP/5r2/3B1P2/PPP1P3/1K6 b - - 5 27,a7a6 e6e8 f4f8 e8f8,600,87,74,115,endgame mate mateIn2 short,https://lichess.org/a1AU5wWo/black#54
449473,BP76w,8/3k3p/p2p1p2/b7/2nNP1P1/2p4P/P1R3K1/8 w - - 8 39,d4b3 c4e3 g2f3 e3c2,600,93,95,961,advantage endgame fork short,https://lichess.org/4ORKQjlV#77
1367489,YkG97,2R5/5kp1/8/p3p1p1/P1P5/1PPr1P2/6PP/4R2K w - - 1 34,e1e5 d3d1 e5e1 d1e1,600,107,93,439,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/AFdqLJzl#67
68103,1jQgU,3r2k1/1p5p/p3q1p1/2p5/8/2P5/PP3PPP/4R1K1 w - - 0 23,e1e6 d8d1 e6e1 d1e1,600,88,67,186,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/PUWeZwMz#45
2030644,paMuT,3r1Q1k/p1p3pp/2p5/2q5/8/P1N1nQP1/1P5P/5RK1 b - - 0 23,d8f8 f3f8 c5f8 f1f8,600,108,83,188,backRankMate endgame mate mateIn2 short,https://lichess.org/A9rCYkhw/black#46
1644749,fm1t7,1r1r2k1/1b3ppp/p3p3/1p2n3/3RN3/P7/1PP1BPPP/3R2K1 b - - 3 20,b7e4 d4d8 b8d8 d1d8,600,95,91,736,backRankMate mate mateIn2 middlegame short,https://lichess.org/XJ5HsKSz/black#40
1151227,TFWYF,r5k1/5p1p/p4P2/4QPpq/1p6/6PP/PP1r4/4RRK1 b - - 3 30,h5h3 e5e8 a8e8 e1e8,600,108,71,140,endgame mate mateIn2 sacrifice short,https://lichess.org/4nZrHaR9/black#60
1073846,RHM9g,2r3k1/pp1R1ppp/2r1pb2/8/8/2N5/PPP2PPP/2KR4 b - - 1 17,f6c3 d7d8 c8d8 d1d8,600,101,72,253,backRankMate endgame master mate mateIn2 short,https://lichess.org/uCQaeG7w/black#34
2047797,q1cjw,4rk2/p2n1p1p/1p4p1/3N4/8/P7/6PP/3Qq2K w - - 4 37,d1e1 e8e1,600,94,88,854,backRankMate endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/gDUopTbq#73
1028619,Q83Dk,3rQ2k/1p4pp/p7/6q1/8/2P4r/PP3PP1/R3R1K1 b - - 5 30,d8e8 e1e8,600,103,55,273,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/Ja07wzIx/black#60
1870762,lW1ZP,6k1/3r2p1/2pPp2p/R3Bp2/1r1P4/8/2R2PPP/6K1 w - - 0 36,a5a6 b4b1 c2c1 b1c1,600,103,88,115,backRankMate endgame mate mateIn2 short,https://lichess.org/LrkCnbhS#71
1918102,miffR,7Q/p3kpr1/1p6/8/3P3N/P3P3/1q3PPP/2R3K1 w - - 2 29,h8g7 b2c1,600,109,76,191,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/HsAy6mJI#57
780398,JnkxR,1r4k1/2R2ppp/1Q2p1q1/3pP3/b2P4/P5B1/5PPP/4R1K1 b - - 0 27,b8b6 c7c8 a4e8 c8e8,600,79,78,424,backRankMate endgame mate mateIn2 short,https://lichess.org/4SAIiMxH/black#54
991542,PBAmU,1r1R2k1/pB3ppp/8/8/1n6/6P1/PPr2P1P/3R2K1 b - - 1 22,b8d8 d1d8,600,81,100,411,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/QfbYTEdU/black#44
2414147,zL1Pt,1rb1r1k1/1p3ppp/3p1q2/pQb5/3N4/P3P3/1P3PPP/R1BR2K1 b - - 4 18,f6g6 b5e8,600,99,92,595,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/GAeSxbZ4/black#36
1073882,RHPgL,4r1k1/1p3ppp/p7/8/8/1P5P/P4PP1/3R2K1 b - - 0 30,e8e2 d1d8 e2e8 d8e8,600,85,78,147,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/Eh5Y72Sq/black#60
693878,Hc0JC,4r1k1/pp1r1ppp/5N2/2p5/3b4/P1P3P1/R5PP/4R2K b - - 2 25,d4f6 e1e8,600,88,57,65,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/bW4WerBl/black#50
1598931,ebv4j,r3r1k1/1b1qb2p/p4QpB/n7/4N3/2PP4/PP3PPP/R4RK1 b - - 0 20,e7f6 e4f6 g8f7 f6d7,600,104,94,237,crushing fork middlegame short,https://lichess.org/pEuX4A2I/black#40
2175385,tG1iX,7k/7P/6K1/8/p7/8/7r/1R6 b - - 4 59,h2h7 b1b8,600,89,58,94,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/znzJ7ZW4/black#118
1150918,TEzNc,3r2k1/pbp2p2/1p5p/6p1/8/1B2r1P1/PPP2P1P/4R1K1 w - - 0 23,e1e3 d8d1 e3e1 d1e1,600,86,75,142,endgame mate mateIn2 short,https://lichess.org/FE6HBKt4#45
2063062,qPo5z,8/8/5nk1/7p/8/7K/3B3P/8 w - - 9 55,h3g3 f6e4 g3f3 e4d2,600,96,84,118,crushing endgame fork short,https://lichess.org/YFnrbabe#109
1870760,lW1L7,8/kp1r4/p1p5/8/6Qp/5P2/P4RPP/3q1R1K w - - 2 45,f1d1 d7d1 f2f1 d1f1,600,98,88,468,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/rOMhz1k4#89
1530525,csJsc,2Q5/n4pkp/1q4p1/8/5N2/R3P3/5PPP/6K1 w - - 1 36,c8g4 b6b1 g4d1 b1d1,600,104,83,280,backRankMate endgame mate mateIn2 short,https://lichess.org/WJfIdJXM#71
1788392,jQQBx,1rR3k1/pq3ppp/4p3/8/P7/2Q1P2P/4KPP1/2R5 b - - 1 25,b8c8 c3c8 b7c8 c1c8,600,88,100,102,backRankMate endgame mate mateIn2 short,https://lichess.org/epQSXDd8/black#50
1705174,hJL7K,6k1/ppq3bp/2p1Q1p1/2N1p3/2P5/1P4P1/P5K1/1r6 b - - 1 33,g8h8 e6e8 g7f8 e8f8,600,91,80,174,endgame mate mateIn2 short,https://lichess.org/IpGxGgKM/black#66
34068,0rylV,8/4k3/4r3/p1p3p1/P3N3/3Q2P1/1PP3PP/7K w - - 0 41,e4c5 e6e1 d3f1 e1f1,600,107,83,127,backRankMate endgame mate mateIn2 short,https://lichess.org/7OG4hBdA#81
2142981,sRERw,5r1k/pp4pp/2p1R3/8/8/8/PP3PPP/6K1 b - - 0 26,f8f7 e6e8 f7f8 e8f8,600,83,100,114,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/1qpzuJ2a/black#52
1918040,mia23,7k/1p4pp/p1p1r3/3QPq2/1P3P2/P5P1/6K1/2R5 b - - 0 34,c6d5 c1c8 e6e8 c8e8 f5f8 e8f8,600,82,97,673,backRankMate endgame long mate mateIn3 queenRookEndgame,https://lichess.org/pO9JB5NR/black#68
2175392,tG2NM,3r1rk1/p4ppp/2p1p3/8/4Q3/1Pq5/P4PPP/2R3K1 w - - 0 25,c1c3 d8d1 e4e1 d1e1,600,89,77,424,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/daKMc4LJ#49
265846,6kkuP,3r4/5pkp/3bp1p1/pBp5/2P5/1P6/P4PPP/4R1K1 w - - 1 28,e1d1 d6h2 g1h2 d8d1,600,104,91,700,crushing discoveredAttack endgame short,https://lichess.org/ej7c3Geh#55
2106529,rWLGL,1rbr4/2p2kp1/p1B5/5pp1/8/4b3/PP4PP/RN2R2K w - - 0 19,e1e3 d8d1 e3e1 d1e1,600,84,55,152,backRankMate mate mateIn2 middlegame short,https://lichess.org/ZMU44Ku1#37
2303163,wVt7t,1rbR2k1/4nppp/2nRp3/2p5/P3P3/1P3N2/5PPK/8 b - - 8 27,c6d8 d6d8,600,104,85,99,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/vhgypNPm/black#54
43370,16dip,7k/6pp/8/R7/5p2/5P1P/5KP1/4r3 b - - 2 40,e1c1 a5a8 c1c8 a8c8,600,108,93,749,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/9BmWCsfF/black#80
693765,Hbpw8,2k1r3/ppp1r3/3p3p/3P2p1/2P2p2/1P3Q2/P4RPP/3RqK2 w - - 1 25,d1e1 e7e1,600,106,76,144,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/Fc5FObZJ#49
1367367,Yk3sA,3r3k/4b1pp/p2r4/4p3/1pR5/5PB1/PPP3PP/2R4K w - - 1 28,g3e5 d6d1 c1d1 d8d1,600,103,95,478,backRankMate endgame mate mateIn2 short,https://lichess.org/lyWCpGyC#55
175832,4Sp75,8/8/8/8/6Q1/8/5Kp1/7k b - - 32 68,g2g1q g4g1,600,100,79,381,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/64QhZFyQ/black#136
1609882,etAyG,2r1Q2k/6pp/7q/5p1B/1P3P2/6PK/4Q3/8 b - - 0 38,c8e8 e2e8,600,103,87,126,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/575tVM0Q/black#76
830862,L5egV,2r3k1/p4pp1/1p4p1/3pp3/1P6/2P4R/P4KPP/8 b - - 2 32,g8f8 h3h8 f8e7 h8c8,600,110,73,161,crushing endgame rookEndgame short skewer,https://lichess.org/r3Y51h2u/black#64
43347,16cDZ,7k/1Q1q2pp/8/2p5/8/2P2P2/4R1PP/5K2 b - - 0 29,d7b7 e2e8,600,88,57,426,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/1ihdVoRO/black#58
